carat,cut,clarity,depth,table,price,x,y,z
0.7,2,4,78,39,3185,206,210,132
0.7,2,4,85,49,3185,197,201,131
0.79,2,2,80,39,3185,68,226,147
0.72,3,1,69,59,3185,220,217,134
0.9,0,3,43,117,3187,268,265,146
0.96,3,2,97,69,3187,261,254,175
0.9,4,3,102,39,3187,246,230,166
1.03,1,3,30,99,3188,300,305,158
0.9,4,4,93,39,3188,242,253,166
0.75,1,6,52,39,3188,229,238,133
0.77,2,2,84,49,3189,218,222,144
0.91,4,3,71,69,3189,254,260,158
0.85,2,3,96,49,3189,237,233,160
0.71,2,5,87,29,3189,205,208,137
0.74,2,5,63,49,3189,223,225,134
0.73,2,2,86,39,3189,211,207,138
0.73,2,2,87,39,3189,211,208,139
1.01,3,5,92,79,3190,276,267,180
0.71,2,1,88,39,605,202,206,136
0.89,3,2,79,59,3190,255,249,160
0.92,3,2,97,79,3190,249,245,168
1.01,0,5,126,29,3190,260,256,194
0.7,2,7,74,39,3191,200,213,130
0.7,2,7,71,49,3191,206,214,130
0.7,2,7,88,29,3191,202,198,134
0.71,2,5,89,49,3191,202,206,137
0.71,2,5,88,49,3191,202,205,136
0.8,2,5,82,29,3192,227,230,148
0.71,2,4,90,29,3192,202,205,137
0.75,2,5,70,49,3192,224,221,137
0.71,4,4,89,79,3192,196,202,134
0.71,4,4,83,49,3192,205,208,135
0.81,2,2,90,49,3192,228,234,154
0.76,2,5,83,39,3192,223,220,144
0.91,1,5,106,69,3192,230,227,163
0.3,2,3,88,110,605,68,261,175
0.76,2,5,69,69,3192,68,228,141
1.0,0,3,112,49,3192,266,261,189
0.81,3,5,88,79,3193,233,230,51
0.73,2,7,90,19,3193,211,206,140
0.9,1,7,42,89,3193,273,269,148
0.7,1,4,72,107,3193,199,205,126
0.81,3,5,97,59,3193,225,219,153
0.9,1,3,104,39,3193,242,238,168
0.3,2,6,82,54,605,68,159,104
0.83,4,5,95,59,3195,228,235,157
0.73,2,2,92,9,3195,210,213,143
0.71,2,4,91,19,3195,199,203,136
0.8,2,2,85,39,3195,227,232,150
0.83,1,5,105,88,3195,215,223,156
0.91,4,2,103,59,3195,246,242,170
0.91,4,2,101,79,3195,241,238,166
0.6,2,7,83,49,3196,173,176,115
0.9,1,2,98,9,3196,239,247,166
0.91,2,3,85,29,3196,258,252,166
0.9,4,4,97,39,3197,244,250,168
0.51,2,6,81,39,3197,144,152,98
0.77,4,4,79,19,3197,222,225,143
0.3,2,2,88,39,3197,68,65,51
0.83,3,2,88,69,3198,235,230,154
0.73,2,5,90,69,3198,205,208,139
0.3,2,2,82,69,605,202,65,133
0.71,2,4,91,39,3198,197,201,135
0.83,2,2,88,29,3198,68,232,51
0.7,3,5,78,69,3199,205,201,130
0.3,0,3,31,39,605,68,286,150
0.71,2,4,94,49,3199,201,204,139
0.71,2,4,79,39,3199,202,205,131
1.02,4,0,74,107,3199,283,278,174
0.7,2,4,92,39,3199,198,196,134
0.7,2,2,85,49,3199,207,204,135
1.02,3,0,93,79,3199,272,271,182
0.73,4,4,88,49,3200,204,206,137
0.74,2,5,89,39,3200,214,210,142
0.9,2,3,94,39,3200,246,238,163
0.9,1,2,106,49,3201,238,245,170
0.7,2,2,73,69,605,68,206,128
0.7,2,5,79,69,3201,198,204,129
0.73,2,5,92,49,3201,206,210,141
0.84,2,4,82,49,3201,234,241,153
0.76,2,5,78,29,3201,223,220,141
0.71,4,5,65,29,3203,216,219,131
1.04,1,0,107,59,3203,266,274,190
1.04,4,0,84,89,3203,276,279,179
0.7,4,6,101,99,3204,198,188,137
0.7,3,6,98,79,3204,193,190,134
1.02,2,3,91,39,3204,270,267,178
1.04,1,3,106,39,3204,267,264,187
0.7,4,7,73,79,3205,201,204,127
1.11,3,0,78,69,3205,292,299,187
0.7,2,7,76,39,3205,206,210,132
0.7,2,7,78,39,3205,205,208,132
0.71,0,1,55,99,3205,218,212,124
0.9,3,3,95,69,3205,251,246,168
0.9,0,3,127,69,3205,231,226,175
0.9,0,3,128,39,3205,68,228,51
0.9,0,3,115,19,3205,241,236,174
0.9,0,3,125,79,3205,229,224,172
0.9,0,3,115,69,3205,240,230,172
0.9,3,3,58,89,3205,263,260,153
0.72,3,5,74,49,3205,213,210,133
0.75,3,5,86,59,3206,214,216,142
0.75,2,5,85,39,3206,215,217,142
0.75,4,5,88,29,3206,68,210,144
0.58,2,6,74,49,3206,169,172,108
0.7,2,4,80,39,3206,202,206,131
0.7,2,4,82,29,3206,202,207,134
0.7,1,6,67,99,3206,200,205,123
0.83,4,2,98,29,3207,226,227,156
0.83,2,3,89,39,3207,231,236,155
1.01,2,2,89,19,3207,279,272,182
0.77,4,7,79,39,3208,220,223,142
0.7,4,6,92,69,3208,194,197,133
0.7,4,4,69,79,3208,204,207,126
0.9,4,3,83,69,3208,246,252,161
0.93,4,5,101,89,3208,250,246,171
0.8,4,4,85,99,3209,220,225,146
0.9,4,5,93,49,3209,243,252,166
0.73,2,4,76,43,3209,212,217,136
0.79,2,2,79,49,3209,225,232,146
0.8,2,3,87,19,3210,226,232,151
0.7,3,7,83,79,3210,202,195,130
0.71,2,6,94,39,3210,196,200,136
0.3,2,2,76,29,605,229,237,51
0.9,3,3,94,99,3210,237,233,159
0.9,1,3,111,49,3210,247,238,174
0.9,3,3,87,99,3210,243,239,158
0.91,1,4,110,79,3210,232,226,165
0.91,0,3,117,39,3210,239,237,175
0.9,4,2,99,19,3211,244,248,169
0.73,3,4,75,89,3211,210,206,131
0.73,2,4,94,39,3211,204,202,139
0.77,3,4,63,59,3211,227,225,135
0.3,2,2,88,39,605,229,226,146
0.61,2,6,67,89,3212,181,186,112
0.71,2,5,95,49,3212,201,206,140
0.71,2,4,87,19,3212,205,207,137
0.3,2,4,88,39,3212,200,65,137
0.76,2,2,80,49,3212,216,221,140
0.81,3,2,76,69,3213,230,226,144
0.78,2,2,79,49,3214,226,228,145
0.7,3,2,97,39,3214,68,197,51
0.3,2,3,33,39,605,284,65,149
0.92,2,5,79,49,3215,262,254,164
0.96,0,5,29,79,3215,293,290,151
0.96,3,3,95,79,3215,260,243,170
1.1,3,3,68,59,3216,308,298,185
1.1,2,3,85,39,3216,296,292,191
0.71,2,5,75,39,3217,68,212,131
0.71,3,5,60,69,3217,211,217,126
0.71,2,5,93,29,3217,202,205,139
0.3,2,2,92,69,3217,199,204,51
0.3,2,3,92,39,3217,266,276,51
0.9,4,3,96,19,3217,236,247,164
0.64,2,7,77,39,3217,188,190,121
0.71,2,5,71,39,3217,211,215,132
0.77,3,5,89,69,3218,216,218,145
0.52,2,6,88,49,3218,146,148,101
0.71,4,4,74,79,3218,199,204,127
0.9,1,3,88,107,3218,240,246,160
0.77,2,2,84,49,3218,222,218,144
1.18,4,0,67,39,3219,311,317,191
0.72,4,4,101,49,3219,199,206,143
0.72,4,4,96,59,3219,201,204,140
0.72,4,4,101,59,3219,197,202,141
0.72,2,5,95,39,3219,202,209,141
0.72,2,5,95,39,3219,196,202,137
0.9,4,2,94,59,3220,239,247,164
0.9,4,2,73,59,3220,253,259,159
0.75,4,4,77,69,3220,214,218,137
0.73,2,6,89,39,3220,206,211,140
1.15,3,3,72,59,3220,311,307,191
0.71,4,5,99,59,3222,198,201,140
0.71,2,5,82,49,3222,204,208,134
0.3,2,7,88,39,605,68,65,51
0.72,2,5,81,49,3223,207,210,135
0.82,3,1,80,79,3224,234,230,149
1.01,3,2,97,59,3224,269,266,182
0.9,4,2,104,49,3225,238,242,168
0.68,1,6,87,29,3225,194,199,131
0.9,3,3,81,29,3226,249,244,158
0.74,4,4,85,49,3226,210,216,140
0.74,2,4,91,39,3226,207,210,141
0.73,4,4,91,59,3226,203,205,138
0.8,3,2,62,29,3226,237,234,140
0.9,1,2,45,99,3226,260,255,142
0.9,0,5,123,49,3226,236,233,176
0.72,2,5,79,39,3226,223,211,136
0.51,2,6,81,39,3226,152,144,98
0.86,4,2,65,69,3228,245,255,150
0.65,2,7,82,79,3228,185,188,122
0.74,3,5,95,59,3228,208,203,141
0.72,4,4,90,49,3229,201,205,137
0.7,3,4,84,79,3229,194,191,127
0.7,2,4,97,49,3229,198,192,136
0.71,2,4,86,29,3229,203,208,136
0.71,2,4,85,29,3229,204,206,135
0.71,2,4,76,49,3229,205,210,132
0.71,2,4,82,39,3229,205,209,135
0.96,3,3,95,59,3229,255,252,171
0.91,1,2,105,79,3229,247,241,171
0.79,3,5,62,79,3230,239,237,141
1.03,2,0,83,49,3230,283,280,182
0.81,3,2,78,69,3230,232,230,147
0.75,1,4,99,29,3231,211,214,148
0.81,2,5,72,49,3231,233,238,146
0.9,4,4,91,39,3231,250,255,168
0.7,4,4,97,79,3231,188,193,133
0.83,2,2,95,49,3231,227,233,156
0.59,4,6,86,49,3234,168,172,114
1.0,1,3,95,59,3234,259,264,176
0.3,2,2,90,49,3234,201,65,51
1.05,4,0,90,89,3234,279,283,186
0.7,2,2,88,39,3234,68,211,128
0.71,2,5,82,39,3234,205,210,135
0.3,2,7,55,107,3234,68,210,122
1.05,2,3,74,49,3234,290,287,179
0.7,3,6,96,59,3234,199,193,136
0.77,3,5,73,69,3234,229,223,141
0.7,2,7,68,79,605,209,216,51
0.8,4,5,99,49,3235,218,223,153
0.73,2,4,93,49,3235,204,207,140
0.7,4,4,87,89,3235,190,196,129
0.7,2,7,90,29,3235,202,207,138
0.72,2,5,89,49,3235,204,207,138
0.72,2,5,77,29,3236,208,220,136
0.95,3,3,93,59,3237,261,256,173
0.85,3,5,78,59,3237,242,240,153
0.89,4,5,99,29,3238,240,249,168
0.72,4,5,84,59,3238,206,209,136
0.76,4,5,93,59,3238,210,214,144
0.91,4,3,88,69,3238,250,254,166
0.7,2,7,96,39,3238,199,191,135
0.71,2,4,72,39,605,68,65,51
0.71,2,4,95,49,3238,197,200,137
0.7,1,2,46,39,605,68,218,120
0.7,3,4,74,59,3239,204,206,129
0.7,4,4,83,29,3239,201,205,133
0.73,2,6,86,49,3239,206,208,137
0.9,4,3,100,89,3239,237,230,162
0.77,4,4,91,59,3240,213,217,145
0.77,4,2,67,39,3241,68,65,136
0.79,2,2,80,39,3242,226,234,147
0.72,2,2,88,39,3242,68,217,133
0.9,4,2,100,89,3242,243,235,165
0.77,4,4,77,29,3243,221,227,142
0.81,4,2,87,59,3243,223,228,149
0.68,2,4,81,29,3243,198,202,130
0.71,2,5,98,39,3245,200,196,139
0.9,1,3,109,39,3246,243,240,172
0.74,2,5,76,49,3246,216,218,137
0.84,2,3,86,39,3246,235,238,155
0.9,1,5,105,89,3246,241,238,168
0.9,3,3,89,59,3246,244,240,160
0.9,1,5,106,29,3246,247,239,171
0.9,1,3,106,69,3246,236,234,166
0.9,4,3,102,69,3246,239,236,165
0.9,1,3,106,39,3246,247,245,173
0.9,3,3,79,59,3246,253,250,160
1.03,0,3,30,99,3246,304,301,158
0.9,0,5,122,79,3246,234,227,174
0.31,2,5,90,19,562,69,71,54
0.31,2,5,90,19,562,65,69,52
0.31,2,5,76,39,562,69,71,48
0.31,2,5,79,49,562,68,71,49
0.31,2,5,90,9,562,68,69,53
0.31,2,4,88,9,562,65,68,51
0.31,2,4,81,29,562,67,69,49
0.39,4,3,92,69,562,89,96,69
0.29,4,6,83,39,563,57,61,44
0.35,2,5,84,19,563,86,89,62
0.31,2,2,84,29,563,65,68,49
0.25,0,4,80,29,563,40,42,32
0.32,4,5,77,59,564,73,76,51
0.32,2,5,86,29,564,71,74,54
0.33,2,2,85,29,564,74,77,55
0.33,2,2,74,39,564,77,80,53
0.3,2,2,87,49,564,60,63,47
0.3,2,2,91,49,564,59,63,49
0.32,1,2,93,89,564,63,66,52
0.26,1,7,104,39,564,37,40,40
0.26,2,7,93,29,564,38,40,36
0.26,4,7,57,89,564,47,50,27
0.26,4,7,76,89,564,43,44,32
0.26,4,7,85,89,564,39,43,34
0.26,1,2,101,49,605,68,65,51
0.36,2,3,86,39,565,89,92,65
0.34,2,2,87,29,565,82,84,61
0.34,2,2,94,29,565,77,80,61
0.31,2,2,81,39,565,67,72,50
0.31,2,2,85,29,565,68,72,52
0.9,1,3,109,107,3246,233,230,166
0.9,3,5,96,89,3246,243,234,162
0.91,2,3,79,29,3246,255,251,161
0.7,4,7,93,59,3247,194,198,134
0.7,4,4,96,69,3247,194,199,136
0.7,2,6,94,49,3247,196,201,136
0.71,2,5,88,29,3247,201,206,136
0.71,2,5,88,29,3247,68,204,137
0.52,2,6,88,49,3247,148,146,101
0.76,2,5,98,39,3248,214,210,147
0.61,2,7,83,29,3248,178,184,119
0.61,2,7,82,39,3248,175,180,117
0.61,2,7,79,49,3248,178,180,115
0.65,2,6,87,39,3248,187,190,126
0.7,2,4,89,29,3248,203,208,138
1.0,0,3,133,99,3248,250,242,191
0.83,4,5,85,69,3249,226,234,150
0.76,2,5,83,39,3249,220,223,144
0.76,1,5,100,39,3249,213,217,150
0.76,2,7,78,39,3249,216,222,140
0.73,2,2,85,29,3249,210,213,139
0.81,1,5,97,59,3250,219,225,153
0.9,1,3,104,79,3250,237,243,168
0.9,4,3,64,69,3250,269,256,157
0.9,4,3,92,59,3250,242,248,164
0.3,3,2,88,39,605,68,65,136
0.83,1,2,105,69,3250,226,220,158
0.9,0,2,120,69,3250,236,233,174
0.9,1,2,110,59,3250,235,233,168
0.93,3,5,91,79,3250,261,255,171
0.3,2,5,88,39,3250,220,65,132
0.9,4,2,101,69,3251,245,237,167
0.71,2,4,78,39,3251,208,211,134
0.8,2,3,77,49,3251,231,235,147
0.82,2,2,94,39,3251,226,230,155
0.9,2,2,91,39,3251,249,244,164
0.3,2,2,88,39,3251,68,254,160
0.3,2,2,88,39,605,68,251,164
0.77,2,2,76,49,3251,225,221,141
0.71,2,2,88,29,3252,202,207,137
0.7,4,6,101,39,3252,201,195,140
0.7,2,5,87,39,3253,199,201,133
0.7,2,5,83,49,3253,201,205,133
0.7,2,5,84,49,3253,201,204,134
0.77,2,2,83,39,3253,220,223,144
0.9,1,3,86,39,3253,242,248,160
0.78,1,2,69,89,3253,223,220,136
0.83,2,2,89,29,3254,231,237,155
0.71,2,6,96,39,3254,202,207,141
0.74,2,4,78,29,3254,217,219,139
0.74,2,4,89,29,3254,213,215,143
0.9,4,3,109,69,3255,228,239,167
0.9,2,5,93,49,3255,247,258,169
0.73,2,5,87,39,3255,207,212,139
0.9,4,3,88,79,3256,68,252,51
0.91,2,5,89,39,3256,249,254,166
0.79,2,2,87,29,3256,228,220,148
0.3,2,5,78,29,3257,68,223,51
0.81,2,4,86,59,3257,228,236,152
0.72,2,1,82,39,3257,207,211,136
0.91,4,5,78,59,3258,253,262,163
0.78,4,2,93,59,3258,217,220,148
0.93,0,5,115,59,3258,240,238,174
0.78,2,5,81,49,3259,222,224,144
1.0,1,3,62,110,3259,283,280,167
0.75,4,2,60,69,3260,224,228,133
0.77,3,4,76,39,3260,226,221,141
0.7,4,6,98,79,3261,190,193,134
0.76,4,2,72,59,3261,222,228,140
0.7,2,4,83,29,3261,204,206,134
1.04,1,0,107,59,3261,273,267,190
0.3,2,0,88,39,605,68,65,51
0.9,4,3,58,89,3262,259,264,153
0.71,2,2,77,49,3262,206,210,132
0.91,3,2,93,39,3262,261,250,171
0.75,2,5,92,49,3263,207,212,142
1.11,3,0,78,69,3263,298,293,187
0.72,4,4,102,49,3264,199,201,142
0.88,2,2,100,39,3264,235,241,164
0.88,2,2,92,29,3264,243,248,164
0.3,2,4,79,39,605,207,210,134
0.7,3,6,85,69,3265,198,202,132
0.7,4,4,96,39,3265,195,197,136
1.0,1,3,104,99,3265,256,252,177
0.7,2,4,75,59,3265,203,65,51
0.84,2,2,83,19,3265,238,245,156
1.0,0,5,125,59,3265,256,252,191
1.0,4,5,100,59,3265,274,264,185
1.0,1,7,105,49,3265,265,263,185
1.0,0,3,119,29,3265,257,255,189
1.0,0,3,119,29,3265,257,255,189
0.93,2,3,88,49,3266,262,260,171
0.81,3,7,96,59,3266,223,220,152
0.81,3,2,92,69,3266,227,220,151
1.12,3,3,75,89,3266,302,296,187
0.81,3,4,91,39,3266,226,220,150
0.9,1,3,111,49,3267,237,248,174
0.9,1,3,99,49,3267,242,250,169
0.9,1,3,100,49,3267,240,247,168
0.3,1,3,87,39,605,238,65,158
0.91,2,4,75,49,3267,254,258,160
0.7,1,7,101,19,3267,191,195,137
0.3,2,2,88,39,605,68,65,147
0.8,4,2,84,39,3267,227,232,149
0.78,2,7,92,39,3267,218,221,148
0.78,2,2,90,29,3267,218,221,147
0.75,4,4,47,99,3268,227,232,127
0.7,2,5,94,29,3268,197,199,136
0.96,3,2,71,69,3269,271,268,166
0.3,2,2,52,39,3269,265,271,51
0.7,4,6,61,99,3270,205,208,122
0.72,4,5,66,49,3270,215,220,132
0.75,4,4,91,49,3270,214,219,146
0.81,3,2,76,69,3270,226,230,144
0.3,2,2,86,39,605,159,162,108
0.73,2,4,83,39,3270,211,208,137
0.73,2,5,90,39,3270,209,207,140
0.79,2,2,81,19,3270,232,227,148
0.9,4,2,82,29,3271,250,260,164
1.1,3,3,61,99,3271,306,302,180
0.67,2,1,84,29,3271,192,196,128
0.71,2,4,65,49,3272,215,217,130
0.8,4,4,77,49,3273,229,234,146
0.73,2,4,70,39,3273,217,221,135
0.8,1,5,102,39,3273,219,223,155
0.8,1,5,113,39,3273,211,217,157
0.9,4,2,85,59,3274,248,253,163
0.9,1,2,90,113,3274,244,240,161
0.3,2,2,75,39,3274,68,65,135
0.72,2,4,83,29,3274,208,216,137
0.72,2,4,84,39,3274,207,210,136
0.7,4,7,84,107,3275,196,200,130
0.95,2,2,98,39,3275,263,258,177
0.73,2,5,87,29,3275,207,211,138
0.72,2,5,73,49,3275,212,214,133
0.72,2,4,94,29,3275,201,204,139
1.01,4,3,100,59,3275,273,267,186
0.9,3,5,52,99,3276,266,261,150
0.7,4,6,96,39,3276,194,198,136
0.83,4,5,62,69,3276,239,243,143
1.0,4,3,76,107,3276,272,266,169
0.9,3,2,64,79,3276,268,256,157
1.0,2,3,92,39,3276,68,65,51
0.9,0,2,88,39,3276,68,221,51
1.0,3,2,88,99,3276,258,254,168
0.78,2,5,88,29,3276,226,220,148
0.3,2,3,93,39,3276,68,65,51
1.25,2,0,77,39,3276,326,323,204
0.7,1,4,81,99,3277,195,203,129
0.92,1,3,46,107,3277,271,268,150
0.7,2,4,79,49,3278,204,206,132
1.18,4,0,67,107,3278,316,312,191
0.91,0,2,121,99,3278,242,233,177
0.84,2,2,92,49,3279,237,235,158
1.01,0,2,123,59,3280,259,256,192
0.71,4,7,96,59,3281,200,206,140
0.71,2,4,91,29,3281,205,207,139
0.93,2,4,91,39,605,68,254,170
0.82,4,2,99,59,3282,226,232,158
0.9,1,2,129,49,3282,225,230,175
0.9,0,2,82,89,3282,239,246,156
0.3,2,5,98,59,605,68,239,166
0.91,4,3,100,89,3282,258,233,169
0.92,0,3,121,59,3282,239,236,177
0.92,1,3,110,39,3282,68,243,174
0.91,1,3,104,69,3282,246,243,171
0.91,4,3,101,49,3282,243,240,167
0.92,0,3,119,59,3282,243,239,178
0.92,3,3,49,59,3282,277,273,155
0.92,3,3,57,69,3282,269,267,156
0.8,4,5,101,77,3283,210,214,149
0.84,2,4,91,69,3283,230,236,156
0.72,2,4,94,49,3283,200,203,138
0.72,2,4,87,29,3283,205,208,137
0.72,2,1,89,39,3283,203,206,51
0.8,1,5,73,102,3283,228,233,143
0.8,1,4,100,80,3283,208,216,148
0.52,2,7,83,29,3284,150,153,101
0.71,2,4,72,49,3284,209,212,131
0.86,2,3,70,39,3284,247,251,153
0.89,1,3,84,88,3284,244,256,163
0.74,3,5,95,59,3285,203,208,141
0.8,2,5,92,39,3285,68,65,148
0.94,0,2,152,9,3285,236,228,193
0.8,3,5,65,59,3285,233,228,139
1.04,1,5,50,110,3285,295,285,166
0.3,4,3,95,39,3286,68,256,171
0.91,1,2,111,79,3286,243,236,172
0.91,4,3,89,29,3287,247,253,165
0.74,2,6,93,29,3287,207,210,142
0.7,2,4,93,49,3287,195,199,135
0.7,2,4,94,59,3287,195,198,135
0.91,1,5,110,29,3287,244,241,173
1.03,3,2,52,79,3288,291,290,166
0.73,4,7,82,59,3288,214,217,140
1.01,4,0,92,69,3288,266,273,179
0.9,0,7,77,115,3288,241,244,153
1.03,4,3,99,39,3288,274,270,186
0.91,4,5,84,69,3290,244,257,162
0.3,1,2,110,39,605,236,65,51
0.83,2,2,75,49,3290,233,242,149
0.71,2,1,79,39,3290,205,209,133
0.71,2,1,84,29,3290,206,209,136
0.3,1,2,81,89,605,249,65,162
1.02,0,3,130,49,3290,265,258,199
0.77,3,5,73,69,3291,223,229,141
0.77,1,5,102,49,3291,211,215,150
0.77,3,5,86,59,3291,215,212,141
0.9,3,5,98,69,3292,241,238,164
0.9,3,5,94,99,3292,244,236,162
0.86,4,2,97,29,3293,235,240,162
1.0,4,3,96,107,3293,257,251,100
0.8,4,2,99,49,3293,225,217,153
1.0,4,3,100,99,3293,263,259,179
0.8,2,2,69,79,3293,229,235,142
1.05,3,0,90,89,3293,282,280,186
1.0,3,3,95,59,3293,263,260,176
0.76,2,5,70,39,3293,226,223,138
1.01,0,3,114,69,3294,253,250,183
0.72,2,4,79,39,3294,210,207,134
0.7,3,6,85,69,3294,202,198,132
0.74,3,5,48,69,3294,231,224,127
0.9,4,3,89,39,3295,244,255,165
0.7,4,7,75,39,3295,208,213,133
0.83,4,2,106,19,3295,227,236,164
0.72,2,7,78,39,3295,211,215,136
0.82,3,2,93,39,3295,232,227,155
1.01,3,5,92,79,3296,276,267,180
0.8,2,4,94,29,3296,221,224,151
0.7,0,7,53,99,3296,203,212,118
0.3,4,3,86,39,605,288,279,185
0.91,2,4,75,49,3296,257,255,160
1.07,3,3,93,69,3296,281,279,187
0.8,2,2,88,49,3297,228,225,150
0.8,3,2,83,59,3297,228,224,147
1.01,3,3,77,79,3297,276,274,172
0.3,2,2,99,39,605,68,270,51
0.3,4,2,95,69,3298,68,254,169
0.78,1,5,108,19,3298,213,217,155
0.78,4,5,53,39,3298,239,244,138
0.7,2,5,87,49,3298,199,204,134
0.91,4,5,94,29,3299,248,251,168
1.01,4,3,83,99,3299,268,273,174
0.62,2,7,82,39,3299,177,181,118
0.91,2,5,87,59,3299,249,254,165
0.71,2,5,86,39,3299,199,203,133
0.71,2,5,86,39,3299,204,207,136
0.71,2,5,86,39,3299,203,206,136
0.71,2,5,83,29,3299,206,210,136
1.05,2,3,64,49,3299,289,285,172
0.77,3,7,76,69,3299,227,223,142
0.96,0,2,165,69,3299,240,221,200
1.0,4,0,98,49,3300,263,267,180
0.7,3,6,92,39,3300,200,194,134
0.77,2,5,86,19,3300,222,225,147
0.7,2,4,76,39,3300,204,211,132
0.9,4,3,85,79,3301,248,256,164
0.72,2,5,77,39,3301,212,215,136
0.71,2,5,86,49,3301,200,205,134
0.73,2,1,90,19,3301,207,213,141
0.91,1,5,37,89,3302,272,256,141
1.08,0,3,117,79,3302,277,264,197
0.9,4,3,89,59,3303,239,245,160
0.3,3,3,88,59,3303,249,65,160
0.9,2,5,88,39,3303,68,248,51
0.9,1,3,106,69,3303,233,237,166
0.3,2,5,88,39,3303,68,242,51
0.9,1,3,102,69,3303,235,240,165
0.9,4,3,60,49,3303,261,268,156
0.9,1,3,106,39,3303,244,248,173
0.7,2,6,75,49,3303,204,207,130
0.77,2,5,78,39,3303,222,227,143
0.3,2,2,89,39,605,68,232,152
0.71,2,5,89,29,3304,203,206,137
0.71,2,5,88,39,3304,203,206,136
0.72,2,5,76,39,3304,212,215,135
0.71,2,5,93,39,3304,200,202,137
0.76,1,1,114,89,3304,203,211,153
1.0,0,3,116,79,3304,254,250,184
1.0,0,2,126,29,3304,253,251,190
1.0,4,3,102,59,3304,264,262,183
1.0,1,3,108,19,3304,260,256,183
0.82,2,4,68,29,3306,249,240,149
0.76,2,5,86,49,3306,216,221,144
0.76,2,2,88,49,3306,219,223,147
0.53,4,6,80,29,3307,152,157,102
0.73,4,5,83,59,3307,202,211,135
0.9,1,2,110,59,3307,232,236,168
0.71,2,7,85,49,3307,203,205,134
0.71,2,7,81,39,3307,206,208,134
0.73,2,5,77,49,3307,211,217,136
0.9,4,2,91,39,3308,243,250,164
0.9,2,2,76,49,3308,253,257,160
0.73,3,5,66,59,3308,216,220,132
0.81,4,2,90,39,3308,228,230,153
0.66,4,6,86,29,3309,191,197,129
0.77,2,2,76,49,3309,221,225,141
0.7,2,4,88,59,3309,198,202,135
0.7,2,1,81,69,3309,200,203,131
1.01,4,3,100,59,3309,265,263,182
0.31,2,2,90,19,565,67,70,53
0.31,2,2,81,29,565,67,72,50
0.26,4,7,102,29,565,37,36,38
0.26,3,7,66,89,565,49,46,30
0.41,1,5,108,69,565,95,102,80
0.31,2,7,90,29,565,63,67,51
0.3,1,4,102,29,565,57,63,53
0.3,1,4,103,59,565,52,57,50
0.3,1,5,102,69,565,54,56,50
0.3,4,4,70,99,565,61,62,40
0.3,1,4,101,39,565,59,62,53
0.3,4,4,88,79,565,58,62,47
0.3,2,5,92,49,565,60,64,50
0.3,4,4,76,89,565,62,65,44
0.27,4,6,69,59,566,52,54,34
0.27,4,6,97,29,566,43,46,41
0.27,4,6,93,39,605,45,47,51
0.27,4,6,78,39,566,52,56,38
0.27,4,6,97,29,566,44,46,41
0.27,4,1,76,49,566,51,53,37
0.27,2,7,76,49,566,49,51,35
0.38,2,2,96,39,566,89,65,69
0.27,2,1,84,39,566,49,52,39
0.27,2,1,84,49,566,49,52,39
0.35,3,3,84,59,566,85,80,59
0.34,3,2,61,79,566,83,89,51
0.34,4,2,88,39,605,68,65,52
0.34,4,2,98,19,566,79,81,64
0.38,4,5,73,79,566,95,99,63
0.34,3,2,66,59,566,84,88,53
0.7,1,6,101,39,3310,195,201,140
0.73,2,5,83,39,3310,210,213,138
0.62,2,1,86,39,3310,176,179,119
0.76,3,6,75,59,3311,221,224,140
0.73,2,4,91,39,3311,211,206,141
0.73,3,4,80,59,3311,214,208,136
0.81,3,4,88,39,3311,68,223,150
0.81,3,2,84,59,3311,227,223,147
0.73,3,4,77,89,3311,212,210,134
0.8,3,2,95,69,3312,220,216,149
0.7,1,7,104,49,3312,192,189,137
0.8,3,2,85,59,3312,227,224,148
0.84,1,5,104,69,3312,225,220,157
0.9,3,3,49,79,3312,257,256,144
0.96,1,5,107,59,3312,258,253,180
1.24,2,3,93,49,3312,320,316,211
0.9,3,3,93,69,3312,249,245,166
0.74,3,4,80,59,3312,219,213,139
0.7,1,7,105,29,3312,197,192,140
0.9,3,3,78,89,3312,248,247,157
1.24,2,2,91,49,3312,317,313,208
0.57,2,6,81,39,3313,168,171,111
1.02,3,3,51,69,3313,292,289,165
0.95,4,5,103,39,3314,255,259,178
0.81,4,4,90,49,3314,222,225,150
0.75,4,4,83,19,3314,219,213,141
0.83,2,2,87,49,3314,227,234,152
0.74,2,5,85,39,3315,217,212,141
0.84,1,4,104,49,3316,229,224,160
0.71,2,2,91,39,3316,203,201,137
0.93,3,3,81,99,3317,257,249,162
0.77,4,4,88,39,3318,219,223,51
0.9,1,3,100,39,3318,246,252,171
0.9,1,3,100,59,3318,240,244,167
0.79,2,5,61,49,3318,237,234,139
0.92,3,3,91,69,3318,251,247,166
0.73,2,5,86,19,3319,220,223,146
0.7,2,4,88,29,3319,204,65,134
1.02,2,0,83,39,3321,277,281,179
0.52,2,6,77,39,3321,151,155,99
0.71,2,5,89,39,3321,202,206,137
0.71,2,5,80,49,3321,204,208,133
0.77,2,2,83,29,3321,219,223,144
1.06,2,3,78,39,3321,293,288,184
0.83,4,2,87,59,3322,228,233,152
0.72,2,2,90,39,3322,208,205,139
0.86,3,2,87,89,3323,238,230,154
0.69,4,6,76,29,3323,205,208,131
